X,Y,Z
-3.822121,1.868129,0.752175
-3.822040557,1.86812439,0.749421054
-3.821960114,1.868119781,0.746667109
-3.82187967,1.868115171,0.743913163
-3.821809283,1.868111138,0.741503461
-3.821728839,1.868106528,0.738749515
-3.821648396,1.868101919,0.73599557
-3.821567953,1.868097309,0.733241624
-3.821497565,1.868093276,0.730831922
-3.821417122,1.868088666,0.728077976
-3.821336679,1.868084056,0.72532403
-3.821256236,1.868079447,0.722570085
-3.821175792,1.868074837,0.719816139
-3.821105405,1.868070804,0.717406437
-3.821024961,1.868066194,0.714652491
-3.820944518,1.868061585,0.711898546
-3.820864075,1.868056975,0.7091446
-3.820793687,1.868052942,0.706734898
-3.820713244,1.868048332,0.703980952
-3.820632801,1.868043722,0.701227006
-3.820552358,1.868039113,0.698473061
-3.82048197,1.868035079,0.696063358
-3.820401527,1.86803047,0.693309413
-3.820321083,1.86802586,0.690555467
-3.82024064,1.868021251,0.687801522
-3.820160197,1.868016641,0.685047576
-3.820089809,1.868012608,0.682637874
-3.820009366,1.868007998,0.679883928
-3.819928923,1.868003388,0.677129982
-3.81984848,1.867998779,0.674376037
-3.819778092,1.867994745,0.671966334
-3.819697649,1.867990136,0.669212389
-3.819617205,1.867985526,0.666458443
-3.819536762,1.867980917,0.663704498
-3.819466374,1.867976883,0.661294795
-3.819385931,1.867972274,0.65854085
-3.819305488,1.867967664,0.655786904
-3.819225045,1.867963054,0.653032958
-3.819144602,1.867958445,0.650279013
-3.819074214,1.867954411,0.64786931
-3.818993771,1.867949802,0.645115365
-3.818913327,1.867945192,0.642361419
-3.818832884,1.867940583,0.639607474
-3.818762496,1.867936549,0.637197771
-3.818682053,1.86793194,0.634443826
-3.81860161,1.86792733,0.63168988
-3.818521167,1.86792272,0.628935934
-3.818450779,1.867918687,0.626526232
-3.818370336,1.867914077,0.623772286
-3.818289893,1.867909468,0.621018341
-3.818209449,1.867904858,0.618264395
-3.818129006,1.867900249,0.61551045
-3.818058618,1.867896215,0.613100747
-3.817978175,1.867891606,0.610346802
-3.817897732,1.867886996,0.607592856
-3.817817289,1.867882386,0.60483891
-3.817746901,1.867878353,0.602429208
-3.817666458,1.867873743,0.599675262
-3.817586015,1.867869134,0.596921317
-3.817505571,1.867864524,0.594167371
-3.817435184,1.867860491,0.591757669
-3.81735474,1.867855881,0.589003723
-3.817274297,1.867851272,0.586249778
-3.817193854,1.867846662,0.583495832
-3.817113411,1.867842052,0.580741886
-3.817043023,1.867838019,0.578332184
-3.81696258,1.867833409,0.575578238
-3.816882137,1.8678288,0.572824293
-3.816801693,1.86782419,0.570070347
-3.816731306,1.867820157,0.567660645
-3.816650862,1.867815547,0.564906699
-3.816570419,1.867810938,0.562152754
-3.816489976,1.867806328,0.559398808
-3.816419588,1.867802295,0.556989106
-3.816339145,1.867797685,0.55423516
-3.816258702,1.867793075,0.551481214
-3.816178259,1.867788466,0.548727269
-3.816097815,1.867783856,0.545973323
-3.816027428,1.867779823,0.543563621
-3.815946984,1.867775213,0.540809675
-3.815866541,1.867770604,0.53805573
-3.815786098,1.867765994,0.535301784
-3.81571571,1.867761961,0.532892082
-3.815635267,1.867757351,0.530138136
-3.815554824,1.867752741,0.52738419
-3.815474381,1.867748132,0.524630245
-3.815403993,1.867744098,0.522220542
-3.81532355,1.867739489,0.519466597
-3.815243106,1.867734879,0.516712651
-3.815162663,1.86773027,0.513958706
-3.81508222,1.86772566,0.51120476
-3.815011832,1.867721627,0.508795058
-3.814931389,1.867717017,0.506041112
-3.814850946,1.867712407,0.503287166
-3.814770503,1.867707798,0.500533221
-3.814700115,1.867703764,0.498123518
-3.814619672,1.867699155,0.495369573
-3.814539228,1.867694545,0.492615627
-3.814458785,1.867689936,0.489861682
-3.814388397,1.867685902,0.487451979
-3.814307954,1.867681293,0.484698034
-3.814227511,1.867676683,0.481944088
-3.814147068,1.867672073,0.479190142
-3.814066625,1.867667464,0.476436197
-3.813996237,1.86766343,0.474026494
-3.813915794,1.867658821,0.471272549
-3.81383535,1.867654211,0.468518603
-3.813754907,1.867649602,0.465764658
-3.813684519,1.867645568,0.463354955
-3.813604076,1.867640959,0.46060101
-3.813523633,1.867636349,0.457847064
-3.81344319,1.867631739,0.455093118
-3.813372802,1.867627706,0.452683416
-3.813292359,1.867623096,0.44992947
-3.813211916,1.867618487,0.447175525
-3.813131472,1.867613877,0.444421579
-3.813051029,1.867609268,0.441667634
-3.812980641,1.867605234,0.439257931
-3.812900198,1.867600625,0.436503986
-3.812819755,1.867596015,0.43375004
-3.812739312,1.867591405,0.430996094
-3.812668924,1.867587372,0.428586392
-3.812588481,1.867582762,0.425832446
-3.812508038,1.867578153,0.423078501
-3.812427594,1.867573543,0.420324555
-3.812357207,1.86756951,0.417914853
-3.812276763,1.8675649,0.415160907
-3.81219632,1.867560291,0.412406962
-3.812115877,1.867555681,0.409653016
-3.812035434,1.867551071,0.40689907
-3.811965046,1.867547038,0.404489368
-3.811884603,1.867542428,0.401735422
-3.81180416,1.867537819,0.398981477
-3.811723716,1.867533209,0.396227531
-3.811653329,1.867529176,0.393817829
-3.811572885,1.867524566,0.391063883
-3.811492442,1.867519957,0.388309938
-3.811411999,1.867515347,0.385555992
-3.811341611,1.867511314,0.38314629
-3.811261168,1.867506704,0.380392344
-3.811180725,1.867502094,0.377638398
-3.811100282,1.867497485,0.374884453
-3.811019838,1.867492875,0.372130507
-3.810949451,1.867488842,0.369720805
-3.810869007,1.867484232,0.366966859
-3.810788564,1.867479623,0.364212914
-3.810708121,1.867475013,0.361458968
-3.810637733,1.86747098,0.359049266
-3.81055729,1.86746637,0.35629532
-3.810476847,1.86746176,0.353541374
-3.810396404,1.867457151,0.350787429
-3.810326016,1.867453117,0.348377726
-3.810245573,1.867448508,0.345623781
-3.810165129,1.867443898,0.342869835
-3.810084686,1.867439289,0.34011589
-3.810004243,1.867434679,0.337361944
-3.809933855,1.867430646,0.334952242
-3.809853412,1.867426036,0.332198296
-3.809772969,1.867421426,0.32944435
-3.809692526,1.867416817,0.326690405
-3.809622138,1.867412783,0.324280702
-3.809541695,1.867408174,0.321526757
-3.809461251,1.867403564,0.318772811
-3.809380808,1.867398955,0.316018866
-3.80931042,1.867394921,0.313609163
-3.809229977,1.867390312,0.310855218
-3.809149534,1.867385702,0.308101272
-3.809069091,1.867381092,0.305347326
-3.808988648,1.867376483,0.302593381
-3.80891826,1.867372449,0.300183678
-3.808837817,1.86736784,0.297429733
-3.808757373,1.86736323,0.294675787
-3.80867693,1.867358621,0.291921842
-3.808606542,1.867354587,0.289512139
-3.808526099,1.867349978,0.286758194
-3.808445656,1.867345368,0.284004248
-3.808365213,1.867340758,0.281250302
-3.808294825,1.867336725,0.2788406
-3.808214382,1.867332115,0.276086654
-3.808133939,1.867327506,0.273332709
-3.808053495,1.867322896,0.270578763
-3.807973052,1.867318287,0.267824818
-3.807902664,1.867314253,0.265415115
-3.807822221,1.867309644,0.26266117
-3.807741778,1.867305034,0.259907224
-3.807661335,1.867300424,0.257153278
-3.807590947,1.867296391,0.254743576
-3.807510504,1.867291781,0.25198963
-3.807430061,1.867287172,0.249235685
-3.807349617,1.867282562,0.246481739
-3.80727923,1.867278529,0.244072037
-3.807198786,1.867273919,0.241318091
-3.807118343,1.86726931,0.238564146
-3.8070379,1.8672647,0.2358102
-3.806957457,1.86726009,0.233056254
-3.806887069,1.867256057,0.230646552
-3.806806626,1.867251447,0.227892606
-3.806726183,1.867246838,0.225138661
-3.806645739,1.867242228,0.222384715
-3.806575352,1.867238195,0.219975013
-3.806494908,1.867233585,0.217221067
-3.806414465,1.867228976,0.214467122
-3.806334022,1.867224366,0.211713176
-3.806263634,1.867220333,0.209303474
-3.806183191,1.867215723,0.206549528
-3.806102748,1.867211113,0.203795582
-3.806022305,1.867206504,0.201041637
-3.805941861,1.867201894,0.198287691
-3.805871474,1.867197861,0.195877989
-3.80579103,1.867193251,0.193124043
-3.805710587,1.867188642,0.190370098
-3.805630144,1.867184032,0.187616152
-3.805559756,1.867179999,0.18520645
-3.805479313,1.867175389,0.182452504
-3.80539887,1.867170779,0.179698558
-3.805318427,1.86716617,0.176944613
-3.805248039,1.867162136,0.17453491
-3.805167596,1.867157527,0.171780965
-3.805087152,1.867152917,0.169027019
-3.805006709,1.867148308,0.166273074
-3.804926266,1.867143698,0.163519128
-3.804855878,1.867139665,0.161109426
-3.804775435,1.867135055,0.15835548
-3.804694992,1.867130445,0.155601534
-3.804614549,1.867125836,0.152847589
-3.804544161,1.867121802,0.150437886
-3.804463718,1.867117193,0.147683941
-3.804383274,1.867112583,0.144929995
-3.804302831,1.867107974,0.14217605
-3.804232443,1.86710394,0.139766347
-3.804152,1.867099331,0.137012402
-3.804071557,1.867094721,0.134258456
-3.803991114,1.867090111,0.13150451
-3.803910671,1.867085502,0.128750565
-3.803840283,1.867081468,0.126340862
-3.80375984,1.867076859,0.123586917
-3.803679396,1.867072249,0.120832971
-3.803598953,1.86706764,0.118079026
-3.803528565,1.867063606,0.115669323
-3.803448122,1.867058997,0.112915378
-3.803367679,1.867054387,0.110161432
-3.803287236,1.867049777,0.107407486
-3.803216848,1.867045744,0.104997784
-3.803136405,1.867041134,0.102243838
-3.803055962,1.867036525,0.099489893
-3.802975518,1.867031915,0.096735947
-3.802895075,1.867027306,0.093982002
-3.802824687,1.867023272,0.091572299
-3.802744244,1.867018663,0.088818354
-3.802663801,1.867014053,0.086064408
-3.802583358,1.867009443,0.083310462
-3.80251297,1.86700541,0.08090076
-3.802432527,1.8670008,0.078146814
-3.802352084,1.866996191,0.075392869
-3.80227164,1.866991581,0.072638923
-3.802201253,1.866987548,0.070229221
-3.802120809,1.866982938,0.067475275
-3.802040366,1.866978329,0.06472133
-3.801959923,1.866973719,0.061967384
-3.80187948,1.866969109,0.059213438
-3.801809092,1.866965076,0.056803736
-3.801728649,1.866960466,0.05404979
-3.801648206,1.866955857,0.051295845
-3.801567762,1.866951247,0.048541899
-3.801497375,1.866947214,0.046132197
-3.801416931,1.866942604,0.043378251
-3.801336488,1.866937995,0.040624306
-3.801256045,1.866933385,0.03787036
-3.801185657,1.866929352,0.035460658
-3.801105214,1.866924742,0.032706712
-3.801024771,1.866920132,0.029952766
-3.800944328,1.866915523,0.027198821
-3.800863884,1.866910913,0.024444875
-3.800793497,1.86690688,0.022035173
-3.800713053,1.86690227,0.019281227
-3.80063261,1.866897661,0.016527282
-3.800552167,1.866893051,0.013773336
-3.800481779,1.866889018,0.011363634
-3.800401336,1.866884408,0.008609688
-3.800320893,1.866879798,0.005855742
-3.80024045,1.866875189,0.003101797
-3.800170062,1.866871155,0.000692094
-3.800089619,1.866866546,-0.002061851
-3.800009175,1.866861936,-0.004815797
-3.799928732,1.866857327,-0.007569742
-3.799848289,1.866852717,-0.010323688
-3.799777901,1.866848684,-0.01273339
-3.799697458,1.866844074,-0.015487336
-3.799617015,1.866839464,-0.018241282
-3.799536572,1.866834855,-0.020995227
-3.799466184,1.866830821,-0.02340493
-3.799385741,1.866826212,-0.026158875
-3.799305297,1.866821602,-0.028912821
-3.799224854,1.866816993,-0.031666766
-3.799154466,1.866812959,-0.034076469
-3.799074023,1.86680835,-0.036830414
-3.79899358,1.86680374,-0.03958436
-3.798913137,1.86679913,-0.042338306
-3.798832694,1.866794521,-0.045092251
-3.798762306,1.866790487,-0.047501954
-3.798681863,1.866785878,-0.050255899
-3.798601419,1.866781268,-0.053009845
-3.798520976,1.866776659,-0.05576379
-3.798450588,1.866772625,-0.058173493
-3.798370145,1.866768016,-0.060927438
-3.798289702,1.866763406,-0.063681384
-3.798209259,1.866758796,-0.06643533
-3.798138871,1.866754763,-0.068845032
-3.798058428,1.866750153,-0.071598978
-3.797977985,1.866745544,-0.074352923
-3.797897541,1.866740934,-0.077106869
-3.797817098,1.866736325,-0.079860814
-3.79774671,1.866732291,-0.082270517
-3.797666267,1.866727682,-0.085024462
-3.797585824,1.866723072,-0.087778408
-3.797505381,1.866718462,-0.090532354
-3.797434993,1.866714429,-0.092942056
-3.79735455,1.866709819,-0.095696002
-3.797274107,1.86670521,-0.098449947
-3.797193663,1.8667006,-0.101203893
-3.79711322,1.866695991,-0.103957838
-3.797042832,1.866691957,-0.106367541
-3.796962389,1.866687348,-0.109121486
-3.796881946,1.866682738,-0.111875432
-3.796801503,1.866678128,-0.114629378
-3.796731115,1.866674095,-0.11703908
-3.796650672,1.866669485,-0.119793026
-3.796570229,1.866664876,-0.122546971
-3.796489785,1.866660266,-0.125300917
-3.796419398,1.866656233,-0.127710619
-3.796338954,1.866651623,-0.130464565
-3.796258511,1.866647014,-0.13321851
-3.796178068,1.866642404,-0.135972456
-3.796097625,1.866637794,-0.138726402
-3.796027237,1.866633761,-0.141136104
-3.795946794,1.866629151,-0.14389005
-3.795866351,1.866624542,-0.146643995
-3.795785907,1.866619932,-0.149397941
-3.79571552,1.866615899,-0.151807643
-3.795635076,1.866611289,-0.154561589
-3.795554633,1.86660668,-0.157315534
-3.79547419,1.86660207,-0.16006948
-3.795403802,1.866598037,-0.162479182
-3.795323359,1.866593427,-0.165233128
-3.795242916,1.866588817,-0.167987074
-3.795162473,1.866584208,-0.170741019
-3.795082029,1.866579598,-0.173494965
-3.795011642,1.866575565,-0.175904667
-3.794931198,1.866570955,-0.178658613
-3.794850755,1.866566346,-0.181412558
-3.794770312,1.866561736,-0.184166504
-3.794699924,1.866557703,-0.186576206
-3.794619481,1.866553093,-0.189330152
-3.794539038,1.866548483,-0.192084098
-3.794458595,1.866543874,-0.194838043
-3.794388207,1.86653984,-0.197247746
-3.794307764,1.866535231,-0.200001691
-3.79422732,1.866530621,-0.202755637
-3.794146877,1.866526012,-0.205509582
-3.794066434,1.866521402,-0.208263528
-3.793996046,1.866517369,-0.21067323
-3.793915603,1.866512759,-0.213427176
-3.79383516,1.866508149,-0.216181122
-3.793754717,1.86650354,-0.218935067
-3.793684329,1.866499506,-0.22134477
-3.793603886,1.866494897,-0.224098715
-3.793523442,1.866490287,-0.226852661
-3.793442999,1.866485678,-0.229606606
-3.793372611,1.866481644,-0.232016309
-3.793292168,1.866477035,-0.234770254
-3.793211725,1.866472425,-0.2375242
-3.793131282,1.866467815,-0.240278146
-3.793050839,1.866463206,-0.243032091
-3.792980451,1.866459172,-0.245441794
-3.792900008,1.866454563,-0.248195739
-3.792819564,1.866449953,-0.250949685
-3.792739121,1.866445344,-0.25370363
-3.792668733,1.86644131,-0.256113333
-3.79258829,1.866436701,-0.258867278
-3.792507847,1.866432091,-0.261621224
-3.792427404,1.866427481,-0.26437517
-3.792357016,1.866423448,-0.266784872
-3.792276573,1.866418838,-0.269538818
-3.79219613,1.866414229,-0.272292763
-3.792115686,1.866409619,-0.275046709
-3.792035243,1.86640501,-0.277800654
-3.791964855,1.866400976,-0.280210357
-3.791884412,1.866396367,-0.282964302
-3.791803969,1.866391757,-0.285718248
-3.791723526,1.866387147,-0.288472194
-3.791653138,1.866383114,-0.290881896
-3.791572695,1.866378504,-0.293635842
-3.791492252,1.866373895,-0.296389787
-3.791411808,1.866369285,-0.299143733
-3.791341421,1.866365252,-0.301553435
-3.791260977,1.866360642,-0.304307381
-3.791180534,1.866356033,-0.307061326
-3.791100091,1.866351423,-0.309815272
-3.791019648,1.866346813,-0.312569218
-3.79094926,1.86634278,-0.31497892
-3.790868817,1.86633817,-0.317732866
-3.790788374,1.866333561,-0.320486811
-3.79070793,1.866328951,-0.323240757
-3.790637543,1.866324918,-0.325650459
-3.790557099,1.866320308,-0.328404405
-3.790476656,1.866315699,-0.33115835
-3.790396213,1.866311089,-0.333912296
-3.790325825,1.866307056,-0.336321998
-3.790245382,1.866302446,-0.339075944
-3.790164939,1.866297836,-0.34182989
-3.790084496,1.866293227,-0.344583835
-3.790004052,1.866288617,-0.347337781
-3.789933665,1.866284584,-0.349747483
-3.789853221,1.866279974,-0.352501429
-3.789772778,1.866275365,-0.355255374
-3.789692335,1.866270755,-0.35800932
-3.789621947,1.866266722,-0.360419022
-3.789541504,1.866262112,-0.363172968
-3.789461061,1.866257502,-0.365926914
-3.789380618,1.866252893,-0.368680859
-3.78931023,1.866248859,-0.371090562
-3.789229787,1.86624425,-0.373844507
-3.789149343,1.86623964,-0.376598453
-3.7890689,1.866235031,-0.379352398
-3.788988457,1.866230421,-0.382106344
-3.788918069,1.866226388,-0.384516046
-3.788837626,1.866221778,-0.387269992
-3.788757183,1.866217168,-0.390023938
-3.78867674,1.866212559,-0.392777883
-3.788606352,1.866208525,-0.395187586
-3.788525909,1.866203916,-0.397941531
-3.788445465,1.866199306,-0.400695477
-3.788365022,1.866194697,-0.403449422
-3.788294634,1.866190663,-0.405859125
-3.788214191,1.866186054,-0.40861307
-3.788133748,1.866181444,-0.411367016
-3.788053305,1.866176834,-0.414120962
-3.787972862,1.866172225,-0.416874907
-3.787902474,1.866168191,-0.41928461
-3.787822031,1.866163582,-0.422038555
-3.787741587,1.866158972,-0.424792501
-3.787661144,1.866154363,-0.427546446
-3.787590756,1.866150329,-0.429956149
-3.787510313,1.86614572,-0.432710094
-3.78742987,1.86614111,-0.43546404
-3.787349427,1.8661365,-0.438217986
-3.787279039,1.866132467,-0.440627688
-3.787198596,1.866127857,-0.443381634
-3.787118153,1.866123248,-0.446135579
-3.787037709,1.866118638,-0.448889525
-3.786957266,1.866114029,-0.45164347
-3.786886878,1.866109995,-0.454053173
-3.786806435,1.866105386,-0.456807118
-3.786725992,1.866100776,-0.459561064
-3.786645549,1.866096166,-0.46231501
-3.786575161,1.866092133,-0.464724712
-3.786494718,1.866087523,-0.467478658
-3.786414275,1.866082914,-0.470232603
-3.786333831,1.866078304,-0.472986549
-3.786263444,1.866074271,-0.475396251
-3.786183,1.866069661,-0.478150197
-3.786102557,1.866065052,-0.480904142
-3.786022114,1.866060442,-0.483658088
-3.785941671,1.866055832,-0.486412034
-3.785871283,1.866051799,-0.488821736
-3.78579084,1.866047189,-0.491575682
-3.785710397,1.86604258,-0.494329627
-3.785629953,1.86603797,-0.497083573
-3.785559566,1.866033937,-0.499493275
-3.785479122,1.866029327,-0.502247221
-3.785398679,1.866024718,-0.505001166
-3.785318236,1.866020108,-0.507755112
-3.785247848,1.866016075,-0.510164814
-3.785167405,1.866011465,-0.51291876
-3.785086962,1.866006855,-0.515672706
-3.785006519,1.866002246,-0.518426651
-3.784926075,1.865997636,-0.521180597
-3.784855688,1.865993603,-0.523590299
-3.784775244,1.865988993,-0.526344245
-3.784694801,1.865984384,-0.52909819
-3.784614358,1.865979774,-0.531852136
-3.78454397,1.865975741,-0.534261838
-3.784463527,1.865971131,-0.537015784
-3.784383084,1.865966521,-0.53976973
-3.784302641,1.865961912,-0.542523675
-3.784232253,1.865957878,-0.544933378
-3.78415181,1.865953269,-0.547687323
-3.784071366,1.865948659,-0.550441269
-3.783990923,1.86594405,-0.553195214
-3.78391048,1.86593944,-0.55594916
-3.783840092,1.865935407,-0.558358862
-3.783759649,1.865930797,-0.561112808
-3.783679206,1.865926187,-0.563866754
-3.783598763,1.865921578,-0.566620699
-3.783528375,1.865917544,-0.569030402
-3.783447932,1.865912935,-0.571784347
-3.783367488,1.865908325,-0.574538293
-3.783287045,1.865903716,-0.577292238
-3.783216657,1.865899682,-0.579701941
-3.783136214,1.865895073,-0.582455886
-3.783055771,1.865890463,-0.585209832
-3.782975328,1.865885853,-0.587963778
-3.782894885,1.865881244,-0.590717723
-3.782824497,1.86587721,-0.593127426
-3.782744054,1.865872601,-0.595881371
-3.78266361,1.865867991,-0.598635317
-3.782583167,1.865863382,-0.601389262
-3.782512779,1.865859348,-0.603798965
-3.782432336,1.865854739,-0.60655291
-3.782351893,1.865850129,-0.609306856
-3.78227145,1.865845519,-0.612060802
-3.782201062,1.865841486,-0.614470504
-3.782120619,1.865836876,-0.61722445
-3.782040176,1.865832267,-0.619978395
-3.781959732,1.865827657,-0.622732341
-3.781879289,1.865823048,-0.625486286
-3.781808901,1.865819014,-0.627895989
-3.781728458,1.865814405,-0.630649934
-3.781648015,1.865809795,-0.63340388
-3.781567572,1.865805185,-0.636157826
-3.781497184,1.865801152,-0.638567528
-3.781416741,1.865796542,-0.641321474
-3.781336298,1.865791933,-0.644075419
-3.781255854,1.865787323,-0.646829365
-3.781185467,1.86578329,-0.649239067
-3.781105023,1.86577868,-0.651993013
-3.78102458,1.865774071,-0.654746958
-3.780944137,1.865769461,-0.657500904
-3.780863694,1.865764851,-0.66025485
-3.780793306,1.865760818,-0.662664552
-3.780712863,1.865756208,-0.665418498
-3.78063242,1.865751599,-0.668172443
-3.780551976,1.865746989,-0.670926389
-3.780481589,1.865742956,-0.673336091
-3.780401145,1.865738346,-0.676090037
-3.780320702,1.865733737,-0.678843982
-3.780240259,1.865729127,-0.681597928
-3.780169871,1.865725094,-0.68400763
-3.780089428,1.865720484,-0.686761576
-3.780008985,1.865715874,-0.689515522
-3.779928542,1.865711265,-0.692269467
-3.779848098,1.865706655,-0.695023413
-3.779777711,1.865702622,-0.697433115
-3.779697267,1.865698012,-0.700187061
-3.779616824,1.865693403,-0.702941006
-3.779536381,1.865688793,-0.705694952
-3.779465993,1.86568476,-0.708104654
-3.77938555,1.86568015,-0.7108586
-3.779305107,1.86567554,-0.713612546
-3.779224664,1.865670931,-0.716366491
-3.779154276,1.865666897,-0.718776194
-3.779073833,1.865662288,-0.721530139
-3.778993389,1.865657678,-0.724284085
-3.778912946,1.865653069,-0.72703803
-3.778832503,1.865648459,-0.729791976
-3.778762115,1.865644426,-0.732201678
-3.778681672,1.865639816,-0.734955624
-3.778601229,1.865635206,-0.73770957
-3.778520786,1.865630597,-0.740463515
-3.778450398,1.865626563,-0.742873218
-3.778369955,1.865621954,-0.745627163
-3.778289511,1.865617344,-0.748381109
-3.778209068,1.865612735,-0.751135054
-3.77813868,1.865608701,-0.753544757
-3.778058237,1.865604092,-0.756298702
-3.777977794,1.865599482,-0.759052648
-3.777897351,1.865594872,-0.761806594
-3.777816908,1.865590263,-0.764560539
-3.77774652,1.865586229,-0.766970242
-3.777666077,1.86558162,-0.769724187
-3.777585633,1.86557701,-0.772478133
-3.77750519,1.865572401,-0.775232078
-3.777434802,1.865568367,-0.777641781
-3.777354359,1.865563758,-0.780395726
-3.777273916,1.865559148,-0.783149672
-3.777193473,1.865554538,-0.785903618
-3.777123085,1.865550505,-0.78831332
-3.777042642,1.865545895,-0.791067266
-3.776962199,1.865541286,-0.793821211
-3.776881755,1.865536676,-0.796575157
-3.776801312,1.865532067,-0.799329102
-3.776730924,1.865528033,-0.801738805
-3.776650481,1.865523424,-0.80449275
-3.776570038,1.865518814,-0.807246696
-3.776489595,1.865514204,-0.810000642
-3.776419207,1.865510171,-0.812410344
-3.776338764,1.865505561,-0.81516429
-3.776258321,1.865500952,-0.817918235
-3.776177877,1.865496342,-0.820672181
-3.77610749,1.865492309,-0.823081883
-3.776027046,1.865487699,-0.825835829
-3.775946603,1.86548309,-0.828589774
-3.77586616,1.86547848,-0.83134372
-3.775785717,1.86547387,-0.834097666
-3.775715329,1.865469837,-0.836507368
-3.775634886,1.865465227,-0.839261314
-3.775554443,1.865460618,-0.842015259
-3.775473999,1.865456008,-0.844769205
-3.775403612,1.865451975,-0.847178907
-3.775323168,1.865447365,-0.849932853
-3.775242725,1.865442756,-0.852686798
-3.775162282,1.865438146,-0.855440744
-3.775091894,1.865434113,-0.857850446
-3.775011451,1.865429503,-0.860604392
-3.774931008,1.865424893,-0.863358338
-3.774850565,1.865420284,-0.866112283
-3.774770121,1.865415674,-0.868866229
-3.774699734,1.865411641,-0.871275931
-3.77461929,1.865407031,-0.874029877
-3.774538847,1.865402422,-0.876783822
-3.774458404,1.865397812,-0.879537768
-3.774388016,1.865393779,-0.88194747
-3.774307573,1.865389169,-0.884701416
-3.77422713,1.865384559,-0.887455362
-3.774146687,1.86537995,-0.890209307
-3.774076299,1.865375916,-0.89261901
-3.773995856,1.865371307,-0.895372955
-3.773915412,1.865366697,-0.898126901
-3.773834969,1.865362088,-0.900880846
-3.773754526,1.865357478,-0.903634792
-3.773684138,1.865353445,-0.906044494
-3.773603695,1.865348835,-0.90879844
-3.773523252,1.865344225,-0.911552386
-3.773442809,1.865339616,-0.914306331
-3.773372421,1.865335582,-0.916716034
-3.773291978,1.865330973,-0.919469979
-3.773211534,1.865326363,-0.922223925
-3.773131091,1.865321754,-0.92497787
-3.773060703,1.86531772,-0.927387573
